FIPS Code,State and area,Year,Month,Civilian non-institutional population,Civilian labor force Total,Civilian labor force Percent of population,Civilian labor force Employment Total,Civilian labor force Employment Percent of population,Civilian labor force Unemployment Total,Civilian labor force Unemployment Rate
8,Colorado,2000,9,3280778,2364744,72.1,2304338,70.2,60406,2.6
9,Connecticut,2000,9,2598235,1750085,67.4,1717968,66.1,32117,1.8
10,Delaware,2000,9,598716,412040,68.8,397019,66.3,15021,3.6
11,District of Columbia,2000,9,457979,310729,67.8,292399,63.8,18330,5.9
12,Florida,2000,9,12531514,7906738,63.1,7594629,60.6,312109,3.9
13,Georgia,2000,9,6121592,4209664,68.8,4063109,66.4,146555,3.5
15,Hawaii,2000,9,900064,601023,66.8,575151,63.9,25872,4.3
16,Idaho,2000,9,954816,661244,69.3,635141,66.5,26103,3.9
17,Illinois,2000,9,9357007,6441182,68.8,6186461,66.1,254721,4
18,Indiana,2000,9,4607960,3092903,67.1,3021106,65.6,71797,2.3
19,Iowa,2000,9,2234909,1582121,70.8,1544998,69.1,37123,2.3
20,Kansas,2000,9,2004079,1391072,69.4,1340749,66.9,50323,3.6
21,Kentucky,2000,9,3091067,1954173,63.2,1880450,60.8,73723,3.8
22,Louisiana,2000,9,3291271,2017643,61.3,1907608,58,110035,5.5
23,Maine,2000,9,996165,675138,67.8,656800,65.9,18338,2.7
24,Maryland,2000,9,4004683,2808360,70.1,2709469,67.7,98891,3.5
25,Massachusetts,2000,9,4937430,3296912,66.8,3213720,65.1,83192,2.5
26,Michigan,2000,9,7529670,5123524,68,4949657,65.7,173867,3.4
27,Minnesota,2000,9,3740906,2825805,75.5,2739806,73.2,85999,3
28,Mississippi,2000,9,2098577,1304214,62.1,1241048,59.1,63166,4.8
29,Missouri,2000,9,4242677,2944489,69.4,2838335,66.9,106154,3.6
30,Montana,2000,9,688280,466306,67.7,446846,64.9,19460,4.2
31,Nebraska,2000,9,1285348,936622,72.9,912586,71,24036,2.6
32,Nevada,2000,9,1534032,1080514,70.4,1034299,67.4,46215,4.3
33,New Hampshire,2000,9,952999,686214,72,669552,70.3,16662,2.4
34,New Jersey,2000,9,6450861,4235444,65.7,4083297,63.3,152147,3.6
35,New Mexico,2000,9,1343758,846283,63,807050,60.1,39233,4.6
36,New York,2000,9,14564575,9056570,62.2,8668829,59.5,387741,4.3
51000,New York city,2000,9,6213324,3652933,58.8,3456461,55.6,196472,5.4
37,North Carolina,2000,9,6130839,4128711,67.3,3983954,65,144757,3.5
38,North Dakota,2000,9,484737,342288,70.6,334897,69.1,7391,2.2
39,Ohio,2000,9,8633000,5763168,66.8,5550166,64.3,213002,3.7
40,Oklahoma,2000,9,2583304,1655309,64.1,1607627,62.2,47682,2.9
41,Oregon,2000,9,2649251,1815784,68.5,1735004,65.5,80780,4.4
42,Pennsylvania,2000,9,9490931,6089884,64.2,5857849,61.7,232035,3.8
44,Rhode Island,2000,9,813748,543477,66.8,523119,64.3,20358,3.7
45,South Carolina,2000,9,3035343,1983182,65.3,1909050,62.9,74132,3.7
46,South Dakota,2000,9,562429,405543,72.1,397212,70.6,8331,2.1
47,Tennessee,2000,9,4367858,2814077,64.4,2708488,62,105589,3.8
48,Texas,2000,9,15259194,10348083,67.8,9916073,65,432010,4.2
49,Utah,2000,9,1589727,1147983,72.2,1110807,69.9,37176,3.2
50,Vermont,2000,9,475082,331913,69.9,322992,68,8921,2.7
51,Virginia,2000,9,5317939,3580861,67.3,3505035,65.9,75826,2.1
53,Washington,2000,9,4478629,3030356,67.7,2888440,64.5,141916,4.7
54,West Virginia,2000,9,1429981,808993,56.6,769903,53.8,39090,4.8
55,Wisconsin,2000,9,4094607,2963536,72.4,2875526,70.2,88010,3
56,Wyoming,2000,9,373051,267506,71.7,258491,69.3,9015,3.4
1,Alabama,2000,10,3384211,2139361,63.2,2042462,60.4,96899,4.5
2,Alaska,2000,10,437393,317055,72.5,298635,68.3,18420,5.8
4,Arizona,2000,10,3877696,2523151,65.1,2427984,62.6,95167,3.8
5,Arkansas,2000,10,2031078,1249961,61.5,1205944,59.4,44017,3.5
6,California,2000,10,25237042,16950544,67.2,16184317,64.1,766227,4.5
37,Los Angeles County,2000,10,7083449,4697490,66.3,4460700,63,236790,5
8,Colorado,2000,10,3288185,2370436,72.1,2313383,70.4,57053,2.4
9,Connecticut,2000,10,2599904,1756923,67.6,1727889,66.5,29034,1.7
10,Delaware,2000,10,599406,416472,69.5,401751,67,14721,3.5
11,District of Columbia,2000,10,458388,312477,68.2,294125,64.2,18352,5.9
12,Florida,2000,10,12554196,7903688,63,7618382,60.7,285306,3.6
13,Georgia,2000,10,6133273,4218680,68.8,4081125,66.5,137555,3.3
15,Hawaii,2000,10,900855,601720,66.8,577763,64.1,23957,4
16,Idaho,2000,10,956410,663772,69.4,637322,66.6,26450,4
17,Illinois,2000,10,9363515,6448611,68.9,6204376,66.3,244235,3.8
18,Indiana,2000,10,4610768,3103481,67.3,3034123,65.8,69358,2.2
19,Iowa,2000,10,2235750,1595986,71.4,1558887,69.7,37099,2.3
20,Kansas,2000,10,2005362,1397771,69.7,1347294,67.2,50477,3.6
21,Kentucky,2000,10,3092897,1957304,63.3,1884883,60.9,72421,3.7
22,Louisiana,2000,10,3292007,2037042,61.9,1928277,58.6,108765,5.3
23,Maine,2000,10,997202,676285,67.8,657780,66,18505,2.7
24,Maryland,2000,10,4009824,2819569,70.3,2722423,67.9,97146,3.4
25,Massachusetts,2000,10,4941860,3318884,67.2,3248854,65.7,70030,2.1
26,Michigan,2000,10,7535127,5137955,68.2,4980574,66.1,157381,3.1
27,Minnesota,2000,10,3745484,2831874,75.6,2754030,73.5,77844,2.7
28,Mississippi,2000,10,2099379,1310878,62.4,1245509,59.3,65369,5
29,Missouri,2000,10,4246319,2973475,70,2869009,67.6,104466,3.5
30,Montana,2000,10,688837,463724,67.3,443849,64.4,19875,4.3
31,Nebraska,2000,10,1286070,945476,73.5,921093,71.6,24383,2.6
32,Nevada,2000,10,1539014,1083847,70.4,1038026,67.4,45821,4.2
33,New Hampshire,2000,10,954412,687994,72.1,672248,70.4,15746,2.3
34,New Jersey,2000,10,6455676,4249737,65.8,4105952,63.6,143785,3.4
35,New Mexico,2000,10,1344816,852869,63.4,813785,60.5,39084,4.6
36,New York,2000,10,14574580,9103896,62.5,8723466,59.9,380430,4.2
51000,New York city,2000,10,6217165,3674401,59.1,3472736,55.9,201665,5.5
37,North Carolina,2000,10,6139174,4150320,67.6,3996962,65.1,153358,3.7
38,North Dakota,2000,10,484741,342415,70.6,335718,69.3,6697,2
39,Ohio,2000,10,8637548,5784277,67,5590401,64.7,193876,3.4
40,Oklahoma,2000,10,2584571,1665648,64.4,1617950,62.6,47698,2.9
41,Oregon,2000,10,2652736,1823235,68.7,1737611,65.5,85624,4.7
42,Pennsylvania,2000,10,9494633,6095824,64.2,5865180,61.8,230644,3.8
44,Rhode Island,2000,10,814463,544311,66.8,524626,64.4,19685,3.6
45,South Carolina,2000,10,3038703,1987061,65.4,1919558,63.2,67503,3.4
46,South Dakota,2000,10,562902,408759,72.6,400394,71.1,8365,2
47,Tennessee,2000,10,4371798,2833528,64.8,2732402,62.5,101126,3.6
48,Texas,2000,10,15285623,10388801,68,9986863,65.3,401938,3.9
49,Utah,2000,10,1593001,1154451,72.5,1117076,70.1,37375,3.2
50,Vermont,2000,10,475507,333065,70,325392,68.4,7673,2.3
51,Virginia,2000,10,5324945,3601075,67.6,3535574,66.4,65501,1.8
53,Washington,2000,10,4484987,3047418,67.9,2906504,64.8,140914,4.6
54,West Virginia,2000,10,1429734,810421,56.7,771846,54,38575,4.8
55,Wisconsin,2000,10,4098514,2968862,72.4,2886965,70.4,81897,2.8
56,Wyoming,2000,10,373242,268163,71.8,259019,69.4,9144,3.4
1,Alabama,2000,11,3385253,2138247,63.2,2043608,60.4,94639,4.4
2,Alaska,2000,11,438096,316452,72.2,296419,67.7,20033,6.3
4,Arizona,2000,11,3886639,2527802,65,2439410,62.8,88392,3.5
5,Arkansas,2000,11,2032150,1246247,61.3,1198177,59,48070,3.9
6,California,2000,11,25273037,16984118,67.2,16184324,64,799794,4.7
37,Los Angeles County,2000,11,7089905,4707762,66.4,4475510,63.1,232252,4.9
8,Colorado,2000,11,3295378,2363957,71.7,2301554,69.8,62403,2.6
9,Connecticut,2000,11,2601325,1755962,67.5,1723446,66.3,32516,1.9
10,Delaware,2000,11,600063,419329,69.9,405521,67.6,13808,3.3
11,District of Columbia,2000,11,458761,314048,68.5,295662,64.4,18386,5.9
12,Florida,2000,11,12575102,7898634,62.8,7619664,60.6,278970,3.5
13,Georgia,2000,11,6144529,4229446,68.8,4100789,66.7,128657,3
15,Hawaii,2000,11,901673,607090,67.3,582930,64.6,24160,4
16,Idaho,2000,11,957933,662531,69.2,631770,66,30761,4.6
17,Illinois,2000,11,9369166,6460420,69,6190682,66.1,269738,4.2
18,Indiana,2000,11,4613209,3109371,67.4,3024861,65.6,84510,2.7
19,Iowa,2000,11,2236321,1597015,71.4,1555735,69.6,41280,2.6
20,Kansas,2000,11,2006433,1397705,69.7,1347803,67.2,49902,3.6
21,Kentucky,2000,11,3094531,1970759,63.7,1890677,61.1,80082,4.1
22,Louisiana,2000,11,3292484,2037122,61.9,1926418,58.5,110704,5.4
23,Maine,2000,11,998094,671813,67.3,650069,65.1,21744,3.2
24,Maryland,2000,11,4014613,2820942,70.3,2723446,67.8,97496,3.5
25,Massachusetts,2000,11,4945759,3332438,67.4,3256445,65.8,75993,2.3
26,Michigan,2000,11,7539934,5156577,68.4,4979867,66,176710,3.4
27,Minnesota,2000,11,3749779,2835486,75.6,2749750,73.3,85736,3
28,Mississippi,2000,11,2099967,1312099,62.5,1248911,59.5,63188,4.8
29,Missouri,2000,11,4249529,2974159,70,2868503,67.5,105656,3.6
30,Montana,2000,11,689364,462787,67.1,440832,63.9,21955,4.7
31,Nebraska,2000,11,1286643,945735,73.5,921221,71.6,24514,2.6
32,Nevada,2000,11,1543911,1087747,70.5,1040078,67.4,47669,4.4
33,New Hampshire,2000,11,955745,690555,72.3,673844,70.5,16711,2.4
34,New Jersey,2000,11,6459817,4264405,66,4114579,63.7,149826,3.5
35,New Mexico,2000,11,1345733,856706,63.7,817166,60.7,39540,4.6
36,New York,2000,11,14583054,9105062,62.4,8717791,59.8,387271,4.3
51000,New York city,2000,11,6220786,3674001,59.1,3475089,55.9,198912,5.4
37,North Carolina,2000,11,6146939,4154893,67.6,3991127,64.9,163766,3.9
38,North Dakota,2000,11,484715,339221,70,330543,68.2,8678,2.6
39,Ohio,2000,11,8641255,5790298,67,5590909,64.7,199389,3.4
40,Oklahoma,2000,11,2585631,1669957,64.6,1623635,62.8,46322,2.8
41,Oregon,2000,11,2655969,1822454,68.6,1734210,65.3,88244,4.8
42,Pennsylvania,2000,11,9497174,6118632,64.4,5872858,61.8,245774,4
44,Rhode Island,2000,11,815074,546313,67,526740,64.6,19573,3.6
45,South Carolina,2000,11,3041827,1980088,65.1,1912546,62.9,67542,3.4
46,South Dakota,2000,11,563343,408015,72.4,397589,70.6,10426,2.6
47,Tennessee,2000,11,4375368,2844499,65,2733349,62.5,111150,3.9
48,Texas,2000,11,15310947,10416157,68,10009575,65.4,406582,3.9
49,Utah,2000,11,1596218,1155062,72.4,1118246,70.1,36816,3.2
50,Vermont,2000,11,475918,332338,69.8,323164,67.9,9174,2.8
51,Virginia,2000,11,5331526,3609487,67.7,3543642,66.5,65845,1.8
53,Washington,2000,11,4490922,3037242,67.6,2878371,64.1,158871,5.2
54,West Virginia,2000,11,1429379,808628,56.6,768113,53.7,40515,5
55,Wisconsin,2000,11,4102043,2978290,72.6,2882411,70.3,95879,3.2
56,Wyoming,2000,11,373446,268300,71.8,257697,69,10603,4
1,Alabama,2000,12,3386178,2135175,63.1,2045059,60.4,90116,4.2
2,Alaska,2000,12,438773,316319,72.1,295728,67.4,20591,6.5
4,Arizona,2000,12,3895390,2543913,65.3,2455539,63,88374,3.5
5,Arkansas,2000,12,2033134,1239963,61,1188691,58.5,51272,4.1
6,California,2000,12,25308044,17037419,67.3,16286486,64.4,750933,4.4
37,Los Angeles County,2000,12,7096618,4722577,66.5,4506135,63.5,216442,4.6
8,Colorado,2000,12,3302410,2367690,71.7,2307764,69.9,59926,2.5
9,Connecticut,2000,12,2602613,1753316,67.4,1721302,66.1,32014,1.8
10,Delaware,2000,12,600688,422139,70.3,407330,67.8,14809,3.5
11,District of Columbia,2000,12,459100,313720,68.3,295736,64.4,17984,5.7
12,Florida,2000,12,12595548,7957508,63.2,7693019,61.1,264489,3.3
13,Georgia,2000,12,6155531,4263305,69.3,4134257,67.2,129048,3
15,Hawaii,2000,12,902472,607820,67.4,585804,64.9,22016,3.6
16,Idaho,2000,12,959424,663783,69.2,630755,65.7,33028,5
17,Illinois,2000,12,9374457,6478104,69.1,6191515,66,286589,4.4
18,Indiana,2000,12,4615419,3115697,67.5,3025893,65.6,89804,2.9
19,Iowa,2000,12,2236772,1595633,71.3,1548695,69.2,46938,2.9
20,Kansas,2000,12,2007415,1391253,69.3,1345404,67,45849,3.3
21,Kentucky,2000,12,3096008,1971182,63.7,1891900,61.1,79282,4
22,Louisiana,2000,12,3292838,2032831,61.7,1927538,58.5,105293,5.2
23,Maine,2000,12,998941,670191,67.1,649360,65,20831,3.1
24,Maryland,2000,12,4019283,2822907,70.2,2730047,67.9,92860,3.3
25,Massachusetts,2000,12,4949449,3341988,67.5,3261666,65.9,80322,2.4
26,Michigan,2000,12,7544386,5181821,68.7,4989768,66.1,192053,3.7
27,Minnesota,2000,12,3753858,2824329,75.2,2735833,72.9,88496,3.1
28,Mississippi,2000,12,2100492,1317635,62.7,1255050,59.8,62585,4.7
29,Missouri,2000,12,4252557,3003682,70.6,2884360,67.8,119322,4
30,Montana,2000,12,689849,460047,66.7,437745,63.5,22302,4.8
31,Nebraska,2000,12,1287185,941012,73.1,916617,71.2,24395,2.6
32,Nevada,2000,12,1548738,1088453,70.3,1040229,67.2,48224,4.4
33,New Hampshire,2000,12,957038,691043,72.2,674449,70.5,16594,2.4
34,New Jersey,2000,12,6463696,4281863,66.2,4140857,64.1,141006,3.3
35,New Mexico,2000,12,1346599,856393,63.6,818657,60.8,37736,4.4
36,New York,2000,12,14591033,9135940,62.6,8764571,60.1,371369,4.1
51000,New York city,2000,12,6224624,3680048,59.1,3494476,56.1,185572,5
37,North Carolina,2000,12,6154456,4161346,67.6,3999884,65,161462,3.9
38,North Dakota,2000,12,484664,338749,69.9,328919,67.9,9830,2.9
39,Ohio,2000,12,8644649,5794266,67,5595243,64.7,199023,3.4
40,Oklahoma,2000,12,2586577,1662288,64.3,1618481,62.6,43807,2.6
41,Oregon,2000,12,2659061,1808680,68,1723586,64.8,85094,4.7
42,Pennsylvania,2000,12,9499379,6130562,64.5,5895481,62.1,235081,3.8
44,Rhode Island,2000,12,815630,544834,66.8,525323,64.4,19511,3.6
45,South Carolina,2000,12,3044817,1967286,64.6,1895075,62.2,72211,3.7
46,South Dakota,2000,12,563710,404766,71.8,394209,69.9,10557,2.6
47,Tennessee,2000,12,4378754,2856183,65.2,2752912,62.9,103271,3.6
48,Texas,2000,12,15335573,10443931,68.1,10080686,65.7,363245,3.5
49,Utah,2000,12,1599387,1154797,72.2,1118114,69.9,36683,3.2
50,Vermont,2000,12,476283,333593,70,325068,68.3,8525,2.6
51,Virginia,2000,12,5337913,3640425,68.2,3573811,67,66614,1.8
53,Washington,2000,12,4496757,3043707,67.7,2883404,64.1,160303,5.3
54,West Virginia,2000,12,1428923,807357,56.5,766507,53.6,40850,5.1
55,Wisconsin,2000,12,4105382,2985544,72.7,2885779,70.3,99765,3.3
56,Wyoming,2000,12,373611,266669,71.4,256296,68.6,10373,3.9
1,Alabama,2001,1,3387039,2118911,62.6,2008876,59.3,110035,5.2
2,Alaska,2001,1,439457,315521,71.8,291956,66.4,23565,7.5
4,Arizona,2001,1,3904061,2546783,65.2,2438079,62.4,108704,4.3
5,Arkansas,2001,1,2034063,1230108,60.5,1164975,57.3,65133,5.3
6,California,2001,1,25342675,17079464,67.4,16179822,63.8,899642,5.3
37,Los Angeles County,2001,1,7103623,4728779,66.6,4475318,63,253461,5.4
8,Colorado,2001,1,3309347,2362724,71.4,2286063,69.1,76661,3.2
9,Connecticut,2001,1,2603831,1751209,67.3,1694174,65.1,57035,3.3
10,Delaware,2001,1,601304,421937,70.2,402615,67,19322,4.6
11,District of Columbia,2001,1,459437,310394,67.6,290511,63.2,19883,6.4
12,Florida,2001,1,12615545,7956239,63.1,7642907,60.6,313332,3.9
13,Georgia,2001,1,6166480,4268627,69.2,4105735,66.6,162892,3.8
15,Hawaii,2001,1,903274,608789,67.4,583790,64.6,24999,4.1
16,Idaho,2001,1,960888,661159,68.8,622023,64.7,39136,5.9
17,Illinois,2001,1,9379497,6467273,69,6118794,65.2,348479,5.4
18,Indiana,2001,1,4617526,3133728,67.9,3004347,65.1,129381,4.1
19,Iowa,2001,1,2237196,1594134,71.3,1532130,68.5,62004,3.9
20,Kansas,2001,1,2008356,1391297,69.3,1329005,66.2,62292,4.5
21,Kentucky,2001,1,3097382,1956079,63.2,1854729,59.9,101350,5.2
22,Louisiana,2001,1,3293186,2025284,61.5,1895331,57.6,129953,6.4
23,Maine,2001,1,999732,663946,66.4,637408,63.8,26538,4
24,Maryland,2001,1,4023848,2813287,69.9,2702623,67.2,110664,3.9
25,Massachusetts,2001,1,4952972,3343291,67.5,3220469,65,122822,3.7
26,Michigan,2001,1,7548639,5149667,68.2,4874776,64.6,274891,5.3
27,Minnesota,2001,1,3757861,2816783,75,2700510,71.9,116273,4.1
28,Mississippi,2001,1,2100994,1303109,62,1231489,58.6,71620,5.5
29,Missouri,2001,1,4255432,3009716,70.7,2858731,67.2,150985,5
30,Montana,2001,1,690313,462655,67,435797,63.1,26858,5.8
31,Nebraska,2001,1,1287664,938065,72.9,906473,70.4,31592,3.4
32,Nevada,2001,1,1553524,1095321,70.5,1038956,66.9,56365,5.1
33,New Hampshire,2001,1,958254,694047,72.4,671762,70.1,22285,3.2
34,New Jersey,2001,1,6467345,4249712,65.7,4071314,63,178398,4.2
35,New Mexico,2001,1,1347455,848879,63,803953,59.7,44926,5.3
36,New York,2001,1,14598672,9145739,62.6,8703814,59.6,441925,4.8
51000,New York city,2001,1,6228780,3689368,59.2,3482836,55.9,206532,5.6
37,North Carolina,2001,1,6161819,4185763,67.9,3982031,64.6,203732,4.9
38,North Dakota,2001,1,484574,337748,69.7,325654,67.2,12094,3.6
39,Ohio,2001,1,8647714,5775219,66.8,5514950,63.8,260269,4.5
40,Oklahoma,2001,1,2587395,1652228,63.9,1599524,61.8,52704,3.2
41,Oregon,2001,1,2662042,1806545,67.9,1698618,63.8,107927,6
42,Pennsylvania,2001,1,9501193,6133049,64.6,5827508,61.3,305541,5
44,Rhode Island,2001,1,816184,542743,66.5,514754,63.1,27989,5.2
45,South Carolina,2001,1,3047767,1954392,64.1,1863548,61.1,90844,4.6
46,South Dakota,2001,1,564085,401554,71.2,388716,68.9,12838,3.2
47,Tennessee,2001,1,4381992,2847649,65,2719350,62.1,128299,4.5
48,Texas,2001,1,15360003,10450827,68,10000205,65.1,450622,4.3
49,Utah,2001,1,1602535,1154085,72,1107053,69.1,47032,4.1
50,Vermont,2001,1,476597,333169,69.9,320982,67.3,12187,3.7
51,Virginia,2001,1,5344116,3640061,68.1,3544985,66.3,95076,2.6
53,Washington,2001,1,4502401,3042099,67.6,2849921,63.3,192178,6.3
54,West Virginia,2001,1,1428385,804833,56.3,756129,52.9,48704,6.1
55,Wisconsin,2001,1,4108549,2988851,72.7,2855647,69.5,133204,4.5
56,Wyoming,2001,1,373775,265854,71.1,253163,67.7,12691,4.8
1,Alabama,2001,2,3387682,2115373,62.4,2009904,59.3,105469,5
2,Alaska,2001,2,440088,316271,71.9,292869,66.5,23402,7.4
4,Arizona,2001,2,3912564,2551639,65.2,2452493,62.7,99146,3.9
5,Arkansas,2001,2,2034883,1244194,61.1,1178015,57.9,66179,5.3
6,California,2001,2,25376427,17100781,67.4,16234695,64,866086,5.1
37,Los Angeles County,2001,2,7109910,4740837,66.7,4507300,63.4,233537,4.9
8,Colorado,2001,2,3316218,2361740,71.2,2286450,68.9,75290,3.2
9,Connecticut,2001,2,2604874,1746161,67,1688675,64.8,57486,3.3
10,Delaware,2001,2,601855,421004,70,402649,66.9,18355,4.4
11,District of Columbia,2001,2,459780,310285,67.5,290667,63.2,19618,6.3
12,Florida,2001,2,12634814,7979168,63.2,7681846,60.8,297322,3.7
13,Georgia,2001,2,6177204,4266787,69.1,4110397,66.5,156390,3.7
15,Hawaii,2001,2,903961,609574,67.4,585337,64.8,24237,4
16,Idaho,2001,2,962324,665666,69.2,626610,65.1,39056,5.9
17,Illinois,2001,2,9384194,6475282,69,6124119,65.3,351163,5.4
18,Indiana,2001,2,4619366,3124626,67.6,2999927,64.9,124699,4
19,Iowa,2001,2,2237469,1599709,71.5,1539762,68.8,59947,3.7
20,Kansas,2001,2,2009179,1389215,69.1,1330241,66.2,58974,4.2
21,Kentucky,2001,2,3098647,1955029,63.1,1851585,59.8,103444,5.3
22,Louisiana,2001,2,3293361,2016958,61.2,1909931,58,107027,5.3
23,Maine,2001,2,1000503,663695,66.3,635193,63.5,28502,4.3
24,Maryland,2001,2,4028165,2807300,69.7,2699069,67,108231,3.9
25,Massachusetts,2001,2,4956302,3346943,67.5,3228787,65.1,118156,3.5
26,Michigan,2001,2,7552510,5150376,68.2,4889336,64.7,261040,5.1
27,Minnesota,2001,2,3761681,2820132,75,2707080,72,113052,4
28,Mississippi,2001,2,2101429,1302705,62,1236145,58.8,66560,5.1
29,Missouri,2001,2,4258133,3014535,70.8,2860678,67.2,153857,5.1
30,Montana,2001,2,690759,462999,67,437419,63.3,25580,5.5
31,Nebraska,2001,2,1288101,942580,73.2,911577,70.8,31003,3.3
32,Nevada,2001,2,1558251,1102179,70.7,1047684,67.2,54495,4.9
33,New Hampshire,2001,2,959514,693033,72.2,670470,69.9,22563,3.3
34,New Jersey,2001,2,6470722,4255915,65.8,4083052,63.1,172863,4.1
35,New Mexico,2001,2,1348249,852848,63.3,809192,60,43656,5.1
36,New York,2001,2,14605671,9142525,62.6,8710662,59.6,431863,4.7
51000,New York city,2001,2,6232251,3701817,59.4,3496834,56.1,204983,5.5
37,North Carolina,2001,2,6168952,4200035,68.1,3990177,64.7,209858,5
38,North Dakota,2001,2,484508,339471,70.1,327274,67.5,12197,3.6
39,Ohio,2001,2,8650413,5773660,66.7,5527803,63.9,245857,4.3
40,Oklahoma,2001,2,2588181,1659203,64.1,1601366,61.9,57837,3.5
41,Oregon,2001,2,2664923,1811830,68,1697861,63.7,113969,6.3
42,Pennsylvania,2001,2,9502499,6138553,64.6,5832641,61.4,305912,5
44,Rhode Island,2001,2,816677,541544,66.3,514880,63,26664,4.9
45,South Carolina,2001,2,3050568,1951126,64,1856807,60.9,94319,4.8
46,South Dakota,2001,2,564472,405223,71.8,392003,69.4,13220,3.3
47,Tennessee,2001,2,4385065,2842791,64.8,2724185,62.1,118606,4.2
48,Texas,2001,2,15384055,10449068,67.9,10018096,65.1,430972,4.1
49,Utah,2001,2,1605693,1152995,71.8,1103364,68.7,49631,4.3
50,Vermont,2001,2,476959,333688,70,321670,67.4,12018,3.6
51,Virginia,2001,2,5350121,3651583,68.3,3553238,66.4,98345,2.7
53,Washington,2001,2,4507825,3048938,67.6,2848174,63.2,200764,6.6
54,West Virginia,2001,2,1427881,808893,56.6,758576,53.1,50317,6.2
55,Wisconsin,2001,2,4111573,3007074,73.1,2855088,69.4,151986,5.1
56,Wyoming,2001,2,373943,265461,71,253770,67.9,11691,4.4
1,Alabama,2001,3,3388360,2121522,62.6,2021612,59.7,99910,4.7
2,Alaska,2001,3,440714,316498,71.8,294017,66.7,22481,7.1
4,Arizona,2001,3,3920943,2564948,65.4,2459004,62.7,105944,4.1
5,Arkansas,2001,3,2035722,1250761,61.4,1189442,58.4,61319,4.9
6,California,2001,3,25408416,17163257,67.5,16255569,64,907688,5.3
37,Los Angeles County,2001,3,7116511,4759232,66.9,4516712,63.5,242520,5.1
8,Colorado,2001,3,3323001,2360223,71,2283273,68.7,76950,3.3
9,Connecticut,2001,3,2605932,1752656,67.3,1696120,65.1,56536,3.2
10,Delaware,2001,3,602431,422775,70.2,406563,67.5,16212,3.8
11,District of Columbia,2001,3,460062,309053,67.2,290110,63.1,18943,6.1
12,Florida,2001,3,12653862,8044166,63.6,7731492,61.1,312674,3.9
13,Georgia,2001,3,6187800,4281650,69.2,4123020,66.6,158630,3.7
15,Hawaii,2001,3,904557,611797,67.6,587500,64.9,24297,4
16,Idaho,2001,3,963750,670240,69.5,631502,65.5,38738,5.8
17,Illinois,2001,3,9388724,6498461,69.2,6145088,65.5,353373,5.4
18,Indiana,2001,3,4621335,3143874,68,3010797,65.1,133077,4.2
19,Iowa,2001,3,2237792,1605864,71.8,1545116,69,60748,3.8
20,Kansas,2001,3,2010010,1389136,69.1,1329907,66.2,59229,4.3
21,Kentucky,2001,3,3099936,1968947,63.5,1865293,60.2,103654,5.3
22,Louisiana,2001,3,3293479,2036316,61.8,1925096,58.5,111220,5.5
23,Maine,2001,3,1001284,664203,66.3,636980,63.6,27223,4.1
24,Maryland,2001,3,4032468,2820231,69.9,2716597,67.4,103634,3.7
25,Massachusetts,2001,3,4959688,3366568,67.9,3244828,65.4,121740,3.6
26,Michigan,2001,3,7556439,5171952,68.4,4894426,64.8,277526,5.4
27,Minnesota,2001,3,3765569,2836760,75.3,2715862,72.1,120898,4.3
28,Mississippi,2001,3,2101776,1307812,62.2,1237170,58.9,70642,5.4
29,Missouri,2001,3,4260879,3025528,71,2875244,67.5,150284,5
30,Montana,2001,3,691172,464714,67.2,439310,63.6,25404,5.5
31,Nebraska,2001,3,1288559,946576,73.5,915815,71.1,30761,3.2
32,Nevada,2001,3,1562928,1102159,70.5,1048800,67.1,53359,4.8
33,New Hampshire,2001,3,960747,695375,72.4,672491,70,22884,3.3
34,New Jersey,2001,3,6473995,4261799,65.8,4092366,63.2,169433,4
35,New Mexico,2001,3,1348932,851882,63.2,809284,60,42598,5
36,New York,2001,3,14612260,9139343,62.5,8729809,59.7,409534,4.5
51000,New York city,2001,3,6235966,3700063,59.3,3502470,56.2,197593,5.3
37,North Carolina,2001,3,6176006,4219397,68.3,4004703,64.8,214694,5.1
38,North Dakota,2001,3,484430,340450,70.3,328351,67.8,12099,3.6
39,Ohio,2001,3,8653257,5795795,67,5556150,64.2,239645,4.1
40,Oklahoma,2001,3,2588891,1671325,64.6,1614038,62.3,57287,3.4
41,Oregon,2001,3,2667795,1815030,68,1700249,63.7,114781,6.3
42,Pennsylvania,2001,3,9504003,6160517,64.8,5863127,61.7,297390,4.8
44,Rhode Island,2001,3,817187,540122,66.1,513913,62.9,26209,4.9
45,South Carolina,2001,3,3053328,1953460,64,1863274,61,90186,4.6
46,South Dakota,2001,3,564824,408463,72.3,394505,69.8,13958,3.4
47,Tennessee,2001,3,4388151,2860936,65.2,2738219,62.4,122717,4.3
48,Texas,2001,3,15407081,10507490,68.2,10052547,65.2,454943,4.3
49,Utah,2001,3,1608787,1155281,71.8,1104463,68.7,50818,4.4
50,Vermont,2001,3,477290,333885,70,321557,67.4,12328,3.7
51,Virginia,2001,3,5356063,3683466,68.8,3578518,66.8,104948,2.8
53,Washington,2001,3,4513254,3054313,67.7,2858408,63.3,195905,6.4
54,West Virginia,2001,3,1427348,807451,56.6,761514,53.4,45937,5.7
55,Wisconsin,2001,3,4114656,3010161,73.2,2855244,69.4,154917,5.1
56,Wyoming,2001,3,374064,267264,71.4,255599,68.3,11665,4.4
